Site,Plant_ID,Population,Latitude,Longitude,Elevation,Sex,Certainty,Smut,Notes
Niwot,D65,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D66,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D67,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D68,West Knoll,40.05703,-105.59643,11845,F,H,,Mn!
Niwot,D69,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D70,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D71,West Knoll,40.05703,-105.59643,11845,F,H,,connected
Niwot,D72,West Knoll,40.05703,-105.59643,11845,F,H,,connected
Niwot,D73,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D74,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D75,West Knoll,40.05703,-105.59643,11845,H,H,,Mn!
Niwot,D76,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D77,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D78,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D79,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D80,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D81,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D82,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D83,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D84,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D85,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D86,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D87,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D88,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D89,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D90,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D91,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D92,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D93,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D94,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D95,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D96,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D97,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D98,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D99,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D100,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D101,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D102,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D103,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D104,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D105,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D106,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D107,West Knoll,40.05703,-105.59643,11845,F,H,,Mn!
Niwot,D108,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D109,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D110,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D111,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D112,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D113,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D114,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D115,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D116,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D117,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D118,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D119,West Knoll,40.05703,-105.59643,11845,F,H,,Mn!
Niwot,D120,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D121,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D122,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D123,West Knoll,40.05703,-105.59643,11845,H,H,,connected
Niwot,D124,West Knoll,40.05703,-105.59643,11845,F,H,,connected
Niwot,D125,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D126,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D127,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D128,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D129,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D130,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D131,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D132,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D133,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D134,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D135,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D136,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D137,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D138,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D139,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D140,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D141,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D142,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D143,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D144,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D145,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D146,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D147,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D148,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D149,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D150,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D151,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D152,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D153,West Knoll,40.05703,-105.59643,11845,H,H,,Mn!
Niwot,D154,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D155,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D156,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D157,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D158,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D159,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D160,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D161,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D162,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D163,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D164,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D165,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D166,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D167,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D168,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D169,West Knoll,40.05703,-105.59643,11845,F,H,,Mn!
Niwot,D170,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D171,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D172,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D173,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D174,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D175,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D176,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D177,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D178,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D179,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D180,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D181,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D182,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D183,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D184,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D185,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D186,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D187,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D188,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D189,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D190,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D191,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D192,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D193,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D194,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D195,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D196,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D197,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D198,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D199,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D200,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,F1,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F2,PH5,40.05321,-105.57423,11535,F,L,,
Niwot,F3,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F4,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F5,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F6,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F7,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F8,PH5,40.05321,-105.57423,11535,F,H,,
Niwot,F9,PH5,40.05321,-105.57423,11535,F,H,,connected
Niwot,F10,PH5,40.05321,-105.57423,11535,H,H,,connected
Niwot,F11,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F12,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F13,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F14,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F15,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F16,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F17,PH5,40.05321,-105.57423,11535,H,H,,same plant
Niwot,F18,PH5,40.05321,-105.57423,11535,H,H,,same plant
Niwot,F19,PH5,40.05321,-105.57423,11535,H,H,,same plant
Niwot,F20,PH5,40.05321,-105.57423,11535,H,H,,same plant
Niwot,F21,PH5,40.05321,-105.57423,11535,F,H,,
Niwot,F22,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F23,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F24,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F25,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F26,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F27,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F28,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F29,PH5,40.05321,-105.57423,11535,F,H,,
Niwot,F30,PH5,40.05321,-105.57423,11535,H,H,,
Niwot,F31,PH5,40.05321,-105.57423,11535,H,H,,
